transactionTimestamp,txnId,mode,amount,balance,type,narration,reference,valueDate
2019-11-18T003:15:37.000Z,M93320458,FT,350,533902,DEBIT,VIN/tatasky/857451306731/170904129592,RFN47327114,2019-11-18
2019-11-22T010:39:36.000Z,M56935008,FT,799,533103,DEBIT,IIN/I-Debit/netflix/607752171197/181343213782,RFN22109507,2019-11-22
2019-11-24T000:18:16.000Z,M92136912,FT,540,532563,DEBIT,VPS/pvr/792560136235/532262116386/Begaluru,RFN84373893,2019-11-24
2019-11-25T023:49:38.000Z,M02598732,FT,150,532413,DEBIT,UPI/774889925462/order/amul/ybl,RFN42260304,2019-11-25
2019-11-26T022:36:44.000Z,M81549913,FT,3500,528913,DEBIT,VIN/tonique/362703940486/808814836368,RFN27720833,2019-11-26
2019-11-26T004:08:51.000Z,M05071878,FT,2034,526879,DEBIT,VIN/spencer/521981360809/244253225706,RFN14942854,2019-11-26
2019-11-28T012:53:54.000Z,M31887652,FT,5201,521678,DEBIT,ACH/indiafirstlifeinsurance/163096618/6192596030,RFN29185436,2019-11-28
2019-11-28T006:57:59.000Z,M77739056,FT,1900,519778,DEBIT,UPI/706201823394/order/dentistclinic/okhdfcbank,RFN53144926,2019-11-28
2019-11-30T009:17:32.000Z,M22181832,FT,25005,494773,DEBIT,MMT/IMPS/597339863782/axisprivilegeccpmt/axis/SIB,RFN69985930,2019-11-30
2019-11-30T016:29:35.000Z,M68409848,FT,15542,479231,DEBIT,MMT/IMPS/025288155145/sbieliteccpmt/axis/BLR,RFN01417344,2019-11-30
2019-12-01T023:25:33.000Z,M34029349,FT,150000,629231,CREDIT,salfintechproductsandsolutions December 2019,RFN02322096,2019-12-01
2019-12-01T005:24:35.000Z,M66399529,FT,3567,625664,DEBIT,ACH/maxlifeinsurance/727153363/6831041660,RFN45135736,2019-12-01
2019-12-01T006:05:41.000Z,M28785155,FT,11345,614319,DEBIT,MMT/IMPS/012904394069/pnbpersonalloan/axis/BLR,RFN13890121,2019-12-01
2019-12-01T012:35:47.000Z,M00945454,FT,5000,609319,DEBIT,BIL/BPAY/633144479806/motilaloswal/1322212259,RFN89213007,2019-12-01
2019-12-01T007:17:16.000Z,M02920255,FT,9000,600319,DEBIT,BIL/ONL/251459050881/principalmutualfund/8498833269,RFN98996207,2019-12-01
2019-12-02T011:52:11.000Z,M89295123,FT,80,600239,DEBIT,UPI/623763396497/order/amul/ybl,RFN13388906,2019-12-02
2019-12-03T007:19:45.000Z,M91823010,FT,1409,598830,DEBIT,IPS/spencers/179940225750/000930584721/BANGALORE,RFN50850547,2019-12-03
2019-12-03T011:58:16.000Z,M95371825,FT,14583,584247,DEBIT,MMT/IMPS/805215511337/idbihomeloan/axis/BLR,RFN53157801,2019-12-03
2019-12-04T001:21:06.000Z,M44054839,FT,12000,572247,DEBIT,MMT/IMPS/366546976905/rent/axis/HDF,RFN44697201,2019-12-04
2019-12-04T012:51:10.000Z,M59031764,FT,242,572005,DEBIT,VIN/burgerking/611472440349/722320561328,RFN35256630,2019-12-04
2019-12-04T007:40:35.000Z,M12441740,FT,597,571408,DEBIT,UPI/438108197922/order/cafecofffeeday/okicici,RFN48860603,2019-12-04
2019-12-05T005:55:45.000Z,M84403674,FT,540,570868,DEBIT,UPI/275933667278/order/kwalitybazaar/okaxis,RFN39061282,2019-12-05
2019-12-05T014:46:09.000Z,M58975026,FT,1220,569648,DEBIT,UPI/771894970612/order/bescom/okicici,RFN53233010,2019-12-05
2019-12-07T022:11:16.000Z,M96289615,FT,1430,568218,DEBIT,VIN/indianoil/752912756555/193175519874,RFN46619310,2019-12-07
2019-12-08T013:29:43.000Z,M76537279,FT,200,568018,DEBIT,UPI/561510252719/order/kwalitybazaar/okicici,RFN60334592,2019-12-08
2019-12-15T012:08:19.000Z,M73667333,FT,4299,572317,CREDIT,BIL/ONL/280757928207/8884492110/2777176503,RFN68791263,2019-12-15
2019-12-09T021:13:50.000Z,M16993412,FT,1299,571018,DEBIT,UPI/635137042282/order/ionbroadband/okhdfcbank,RFN69480234,2019-12-09
2019-12-10T015:31:27.000Z,M84535786,ATM,2500,568518,DEBIT,ATM/SKBLT883/CASH WDL/2019-12-10,RFN12370450,2019-12-10
2019-12-11T006:29:15.000Z,M72404874,FT,430,568088,DEBIT,VPS/pvr/166866981592/065041562482/BLR,RFN18535284,2019-12-11
2019-12-12T020:10:44.000Z,M22407868,FT,743,567345,DEBIT,IIN/I-Debit/smokehouse/007793953909/313085325916,RFN55523145,2019-12-12
2019-12-12T009:24:48.000Z,M66004562,FT,500,566845,DEBIT,IPS/vedantsaxena/029916986763/440676467118/BANGALORE,RFN75301348,2019-12-12
2019-12-15T022:08:52.000Z,M56377965,FT,280,566565,DEBIT,UPI/824719200476/order/amul/oksbi,RFN30013063,2019-12-15
2019-12-18T020:28:04.000Z,M38214836,FT,399,566166,DEBIT,UPI/629464519884/order/hairspeak/okhdfcbank,RFN52554985,2019-12-18
2019-12-18T018:40:06.000Z,M97711747,FT,350,565816,DEBIT,VIN/tatasky/337097897941/948933708904,RFN10331136,2019-12-18
2019-12-22T009:25:29.000Z,M61388786,FT,799,565017,DEBIT,IIN/I-Debit/netflix/632382289143/473936116989,RFN49939508,2019-12-22
2019-12-24T008:34:09.000Z,M56914843,FT,299,564718,DEBIT,VPS/pvr/094940257987/691582210537/Begaluru,RFN77114785,2019-12-24
2019-12-25T007:13:18.000Z,M16260917,FT,340,564378,DEBIT,UPI/525903525104/order/zomato/ybl,RFN81727479,2019-12-25
2019-12-28T005:01:03.000Z,M57990095,FT,4999,559379,DEBIT,VPS/h&m/754228021047/720769284641/BANGALOR,RFN54583049,2019-12-28
2019-12-28T000:06:11.000Z,M53483768,FT,5201,554178,DEBIT,ACH/indiafirstlifeinsurance/416252480/6734427982,RFN64783438,2019-12-28
2019-12-28T019:12:12.000Z,M39759234,FT,1900,552278,DEBIT,UPI/539496119622/order/dentistclinic/oksbi,RFN59316625,2019-12-28
2019-12-31T008:37:03.000Z,M35930539,FT,25005,527273,DEBIT,MMT/IMPS/059794491045/axisprivilegeccpmt/axis/HDF,RFN98820987,2019-12-31
2019-12-31T012:32:17.000Z,M51340497,FT,15542,511731,DEBIT,MMT/IMPS/370553109482/sbieliteccpmt/axis/HDF,RFN08491435,2019-12-31
2020-01-01T014:20:10.000Z,M78612952,FT,150000,661731,CREDIT,salfintechproductsandsolutions January 2020,RFN39711299,2020-01-01
2020-01-01T022:54:09.000Z,M45150556,FT,3567,658164,DEBIT,ACH/maxlifeinsurance/366066068/6367240881,RFN61811539,2020-01-01
2020-01-01T012:51:05.000Z,M64460715,FT,11345,646819,DEBIT,MMT/IMPS/277577724011/pnbpersonalloan/axis/SIB,RFN71343727,2020-01-01
2020-01-01T012:28:35.000Z,M14574064,FT,5000,641819,DEBIT,BIL/BPAY/778893526219/motilaloswal/3010444422,RFN39761202,2020-01-01
2020-01-01T020:00:28.000Z,M90067616,FT,9000,632819,DEBIT,BIL/BPAY/725352016916/principalmutualfund/8642044669,RFN28376467,2020-01-01
2020-01-02T000:11:47.000Z,M15856766,FT,1209,631610,DEBIT,UPI/726774677313/order/kfc/upi,RFN80521255,2020-01-02
2020-01-03T003:00:13.000Z,M60062919,FT,1939,629671,DEBIT,IPS/spencers/948184691702/854248675305/BANGALORE,RFN47630538,2020-01-03
2020-01-03T019:35:03.000Z,M13820349,FT,14583,615088,DEBIT,MMT/IMPS/415892781174/idbihomeloan/axis/SIB,RFN62170759,2020-01-03
2020-01-04T017:01:58.000Z,M42600137,FT,607,615695,CREDIT,BIL/INF/241216139678/88844432292110/7474547904,RFN93544325,2020-01-04
2020-01-04T000:02:46.000Z,M54340314,FT,12000,603695,DEBIT,MMT/IMPS/609897679673/rent/axis/SIB,RFN19113646,2020-01-04
2020-01-04T002:22:17.000Z,M18327437,FT,3999,599696,DEBIT,VIN/h&m/522941354505/920580285633,RFN96043151,2020-01-04
2020-01-04T013:01:51.000Z,M82008439,FT,1999,597697,DEBIT,VIN/catwalk/588414612605/500933934663,RFN53065244,2020-01-04
2020-01-05T007:28:35.000Z,M34485911,FT,880,596817,DEBIT,UPI/038176372390/order/uber/okhdfcbank,RFN66170478,2020-01-05
2020-01-05T003:01:58.000Z,M03417747,FT,8902,587915,DEBIT,UPI/324677467848/order/gilly's/ybl,RFN48132722,2020-01-05
2020-01-05T000:22:09.000Z,M42956572,FT,640,587275,DEBIT,UPI/864861417813/order/uber/okhdfcbank,RFN10888566,2020-01-05
2020-01-05T022:53:06.000Z,M94029039,FT,1380,585895,DEBIT,UPI/334833019969/order/bescom/upi,RFN22777196,2020-01-05
2020-01-07T007:55:09.000Z,M17458017,FT,20208,565687,DEBIT,VIN/cleartrip/448256097249/358313454229,RFN07909421,2020-01-07
2020-01-08T009:45:42.000Z,M75988291,FT,4999,560688,DEBIT,VIN/americantourister/692481464871/364089964924,RFN96747113,2020-01-08
2020-01-09T019:31:29.000Z,M46364985,FT,1299,559389,DEBIT,UPI/620094479966/order/ionbroadband/ybl,RFN77500765,2020-01-09
2020-01-12T015:16:47.000Z,M26794365,FT,3994,555395,DEBIT,VPS/veromoda/806584390761/308232626770/bangalore,RFN57517540,2020-01-12
2020-01-12T001:23:03.000Z,M46956260,FT,1410,553985,DEBIT,UPI/789011861248/order/kfc/okaxis,RFN95603610,2020-01-12
2020-01-15T005:42:40.000Z,M88817988,FT,480,553505,DEBIT,UPI/826382157528/order/stonedmonkey/okicici,RFN53445281,2020-01-15
2020-01-18T022:19:24.000Z,M04961569,FT,750,552755,DEBIT,UPI/854068298889/order/zomato/okhdfcbank,RFN92862925,2020-01-18
2020-01-18T004:37:55.000Z,M52994115,FT,350,552405,DEBIT,VIN/tatasky/518083299927/877330892625,RFN55044345,2020-01-18
2020-01-22T014:30:40.000Z,M32404613,FT,799,551606,DEBIT,IIN/I-Debit/netflix/293222628840/694587657517,RFN82652207,2020-01-22
2020-01-23T002:52:42.000Z,M23216932,FT,189,551417,DEBIT,VPS/pvr/609375803268/735722560827/BANGALOR,RFN46914765,2020-01-23
2020-01-24T009:54:41.000Z,M14872679,FT,2001,553418,CREDIT,BIL/ONL/504792322610/00333954322234955/6373362625,RFN37943771,2020-01-24
2020-01-25T013:41:04.000Z,M38694077,FT,1440,551978,DEBIT,UPI/270856182423/order/amazon/okhdfcbank,RFN29422632,2020-01-25
2020-01-28T000:42:30.000Z,M99911850,FT,5201,546777,DEBIT,ACH/indiafirstlifeinsurance/099310201/7031252217,RFN87666164,2020-01-28
