transactionTimestamp,txnId,mode,amount,balance,type,narration,reference,valueDate
2019-11-01T011:41:55.000Z,M10000499,FT,120000,518493,CREDIT,salfintechproductsandsolutions November 2019,RFN31612044,2019-11-01
2019-11-01T002:23:38.000Z,M77292037,FT,3567,514926,DEBIT,ACH/maxlifeinsurance/366291410/2419440309,RFN31436244,2019-11-01
2019-11-01T012:17:41.000Z,M64893453,FT,11345,503581,DEBIT,MMT/IMPS/960278606039/pnbpersonalloan/axis/KIN,RFN21716587,2019-11-01
2019-11-01T013:56:49.000Z,M52695806,FT,8000,495581,DEBIT,BIL/INF/270668952098/motilaloswal/8131394092,RFN77277817,2019-11-01
2019-11-01T003:55:50.000Z,M43560471,FT,8000,487581,DEBIT,BIL/INF/747947538321/principalmutualfund/3751390227,RFN93828791,2019-11-01
2019-11-02T019:28:26.000Z,M49732558,FT,70,487511,DEBIT,UPI/983240774750/order/amul/upi,RFN49807883,2019-11-02
2019-11-03T000:06:29.000Z,M99748985,FT,2730,484781,DEBIT,IPS/spencers/043065309364/418600324539/BANGALORE,RFN46877844,2019-11-03
2019-11-03T005:31:00.000Z,M66510102,FT,8832,475949,DEBIT,MMT/IMPS/961163086445/idbihomeloan/axis/BLR,RFN94250634,2019-11-03
2019-11-04T000:14:43.000Z,M67867418,FT,12000,463949,DEBIT,MMT/IMPS/492591531215/rent/axis/HDF,RFN90208174,2019-11-04
2019-11-04T000:05:50.000Z,M43421243,FT,890,463059,DEBIT,VIN/kfc/968841269026/808855065243,RFN92105754,2019-11-04
2019-11-04T020:38:45.000Z,M45676074,FT,799,462260,DEBIT,VIN/bblunt/926523081792/456465638986,RFN30397304,2019-11-04
2019-11-05T003:41:54.000Z,M06233834,FT,2999,459261,DEBIT,UPI/602065075641/order/indianoil/okicici,RFN86722483,2019-11-05
2019-11-05T001:38:56.000Z,M53708322,FT,1654,457607,DEBIT,UPI/432001327052/order/bescom/okaxis,RFN30652890,2019-11-05
2019-11-07T016:18:11.000Z,M38494709,FT,1500,456107,DEBIT,VIN/indianoil/026032011194/756430692336,RFN20843745,2019-11-07
2019-11-08T002:16:09.000Z,M70836695,FT,240,455867,DEBIT,UPI/057995852191/order/kwalitybazaar/upi,RFN14804990,2019-11-08
2019-11-11T013:23:28.000Z,M56744436,FT,1299,454568,DEBIT,UPI/311961838375/order/ionbroadband/okaxis,RFN76211475,2019-11-11
2019-11-10T014:26:14.000Z,M57632001,FT,399,454169,DEBIT,UPI/446895350790/order/jio/okaxis,RFN10064341,2019-11-10
2019-11-12T012:28:31.000Z,M49874657,FT,333,453836,DEBIT,UPI/388633889416/order/uber/upi,RFN83020786,2019-11-12
2019-11-12T006:56:05.000Z,M50127518,FT,2508,451328,DEBIT,IPS/gilly's/814641019170/050430083854/BANGALORE,RFN00956793,2019-11-12
2019-11-12T005:45:22.000Z,M84283525,FT,339,450989,DEBIT,UPI/327956570122/order/uber/ybl,RFN64846498,2019-11-12
2019-11-15T014:17:38.000Z,M80345110,FT,130,450859,DEBIT,UPI/839763395731/order/1mg/ybl,RFN55999850,2019-11-15
2019-11-15T001:37:02.000Z,M02327863,FT,3019,453878,CREDIT,BIL/INF/357795946103/94320092/9976241575,RFN61673393,2019-11-15
2019-11-18T004:00:32.000Z,M92198312,FT,2019,451859,DEBIT,UPI/044340743023/order/oriflame/okaxis,RFN65390340,2019-11-18
2019-11-18T019:05:41.000Z,M58316713,FT,350,451509,DEBIT,VIN/tatasky/905109508064/001092202209,RFN65290723,2019-11-18
2019-11-22T001:50:51.000Z,M02866602,FT,799,450710,DEBIT,IIN/I-Debit/netflix/085940933461/343123706079,RFN04087770,2019-11-22
2019-11-24T004:42:46.000Z,M34619828,FT,540,450170,DEBIT,VPS/pvr/720916979983/358946558103/BANGALORE,RFN29182455,2019-11-24
2019-11-25T004:50:13.000Z,M40063314,FT,150,450020,DEBIT,UPI/476846655534/order/amul/okaxis,RFN19399462,2019-11-25
2019-11-26T021:10:57.000Z,M65650543,FT,3500,446520,DEBIT,VIN/tonique/175529158296/115857029819,RFN64318251,2019-11-26
2019-11-26T002:07:37.000Z,M72688211,FT,2034,444486,DEBIT,VIN/spencer/541106408941/481798636178,RFN57238701,2019-11-26
2019-11-28T007:31:04.000Z,M50930323,FT,1900,442586,DEBIT,UPI/986518176702/order/dentistclinic/oksbi,RFN86982639,2019-11-28
2019-11-30T022:19:25.000Z,M71499841,FT,25005,417581,DEBIT,MMT/IMPS/127521599323/axispriviledgeccpmt/axis/BLR,RFN42491973,2019-11-30
2019-11-30T013:02:29.000Z,M00450984,FT,15542,402039,DEBIT,MMT/IMPS/460619214833/sbieliteccpmt/axis/SBIN,RFN34884058,2019-11-30
2019-12-01T012:04:54.000Z,M33626490,FT,120000,522039,CREDIT,salfintechproductsandsolutions December 2019,RFN72502543,2019-12-01
2019-12-01T007:33:34.000Z,M27667175,FT,3567,518472,DEBIT,ACH/maxlifeinsurance/695947860/9851787200,RFN65698635,2019-12-01
2019-12-01T002:49:30.000Z,M16588037,FT,11345,507127,DEBIT,MMT/IMPS/833882559279/pnbpersonalloan/axis/SBIN,RFN09153095,2019-12-01
2019-12-01T014:35:51.000Z,M83025233,FT,12000,495127,DEBIT,BIL/ONL/157871312742/motilaloswal/0272561819,RFN36181795,2019-12-01
2019-12-01T020:34:55.000Z,M44365408,FT,12000,483127,DEBIT,BIL/ONL/403788046349/principalmutualfund/7169778485,RFN16328504,2019-12-01
2019-12-02T012:55:06.000Z,M06990276,FT,80,483047,DEBIT,UPI/213565387665/order/amul/okaxis,RFN39120475,2019-12-02
2019-12-03T014:03:58.000Z,M23355702,FT,1409,481638,DEBIT,IPS/spencers/044621951563/946423853670/BANGALORE,RFN12568553,2019-12-03
2019-12-03T010:22:00.000Z,M11035240,FT,8832,472806,DEBIT,MMT/IMPS/185939335319/idbihomeloan/axis/HDF,RFN92790806,2019-12-03
2019-12-04T009:48:00.000Z,M14824633,FT,12000,460806,DEBIT,MMT/IMPS/676061255849/rent/axis/SBIN,RFN05868036,2019-12-04
2019-12-04T015:12:05.000Z,M13585293,FT,242,460564,DEBIT,VIN/burgerking/253857385659/356509105592,RFN18703070,2019-12-04
2019-12-04T010:07:04.000Z,M72208167,FT,597,459967,DEBIT,UPI/774587275198/order/cafecofffeeday/ybl,RFN42021190,2019-12-04
2019-12-05T011:16:55.000Z,M16080173,FT,540,459427,DEBIT,UPI/033681395640/order/kwalitybazaar/ybl,RFN60503215,2019-12-05
2019-12-05T015:06:14.000Z,M40565286,FT,1220,458207,DEBIT,UPI/551194679742/order/bescom/upi,RFN10746394,2019-12-05
2019-12-07T019:14:59.000Z,M41166627,FT,1430,456777,DEBIT,VIN/indianoil/733852922229/210942332720,RFN07251396,2019-12-07
2019-12-08T022:54:19.000Z,M07804259,FT,200,456577,DEBIT,UPI/591034868556/order/kwalitybazaar/okhdfcbank,RFN39469194,2019-12-08
2019-12-15T021:59:34.000Z,M06343753,FT,4299,460876,CREDIT,BIL/BPAY/154369535425/8884492110/1826223070,RFN85634236,2019-12-15
2019-12-09T023:32:36.000Z,M62104542,FT,1299,459577,DEBIT,UPI/236604555691/order/ionbroadband/upi,RFN89818624,2019-12-09
2019-12-10T023:53:30.000Z,M32865788,ATM,2500,457077,DEBIT,ATM/AINUW540/CASH WDL/2019-12-10,RFN76643612,2019-12-10
2019-12-11T011:41:12.000Z,M09941346,FT,430,456647,DEBIT,VPS/pvr/344614339063/040855095448/Begaluru,RFN00193717,2019-12-11
2019-12-12T016:22:01.000Z,M75612555,FT,743,455904,DEBIT,IIN/I-Debit/smokehouse/354174272248/279810047242,RFN78391667,2019-12-12
2019-12-12T015:36:14.000Z,M44912100,FT,500,455404,DEBIT,IPS/vedantsaxena/800726640141/401361046315/BANGALORE,RFN22265277,2019-12-12
2019-12-15T016:34:43.000Z,M18804998,FT,280,455124,DEBIT,UPI/258343158253/order/amul/okicici,RFN73360318,2019-12-15
2019-12-18T014:48:58.000Z,M24781840,FT,399,454725,DEBIT,UPI/567491279993/order/hairspeak/okicici,RFN93388020,2019-12-18
2019-12-18T019:53:18.000Z,M88955608,FT,350,454375,DEBIT,VIN/tatasky/878275363467/961894588496,RFN50215153,2019-12-18
2019-12-22T003:42:20.000Z,M39942504,FT,799,453576,DEBIT,IIN/I-Debit/netflix/532336732693/775370724894,RFN03179082,2019-12-22
2019-12-24T011:32:50.000Z,M90918086,FT,299,453277,DEBIT,VPS/pvr/761454067419/649743220112/BANGALORE,RFN47067174,2019-12-24
2019-12-25T003:05:21.000Z,M09269411,FT,340,452937,DEBIT,UPI/623143431867/order/zomato/upi,RFN95162832,2019-12-25
2019-12-28T004:50:27.000Z,M36461389,FT,4999,447938,DEBIT,VPS/h&m/890337642478/754229013841/bangalore,RFN92566736,2019-12-28
2019-12-28T021:10:35.000Z,M98312530,FT,1900,446038,DEBIT,UPI/141372425366/order/dentistclinic/upi,RFN35697943,2019-12-28
2019-12-31T006:41:47.000Z,M37488687,FT,25005,421033,DEBIT,MMT/IMPS/571772572655/axispriviledgeccpmt/axis/HDF,RFN61540588,2019-12-31
2019-12-31T000:45:52.000Z,M32218510,FT,15542,405491,DEBIT,MMT/IMPS/916412439336/sbieliteccpmt/axis/BLR,RFN46201855,2019-12-31
2020-01-01T005:23:56.000Z,M40413235,FT,120000,525491,CREDIT,salfintechproductsandsolutions January 2020,RFN81098055,2020-01-01
2020-01-01T010:54:48.000Z,M31991931,FT,3567,521924,DEBIT,ACH/maxlifeinsurance/999602104/6285572907,RFN19230710,2020-01-01
2020-01-01T007:02:09.000Z,M57590117,FT,11345,510579,DEBIT,MMT/IMPS/990643874668/pnbpersonalloan/axis/KIN,RFN82580694,2020-01-01
2020-01-01T023:44:05.000Z,M72842143,FT,15000,495579,DEBIT,BIL/INF/459018344876/motilaloswal/2606266332,RFN20667250,2020-01-01
2020-01-02T015:02:40.000Z,M94719912,FT,1209,494370,DEBIT,UPI/189983285874/order/kfc/upi,RFN56538197,2020-01-02
2020-01-03T003:54:42.000Z,M70745296,FT,1939,492431,DEBIT,IPS/spencers/268468949035/481818484940/BANGALORE,RFN60455144,2020-01-03
2020-01-03T004:52:19.000Z,M22359474,FT,8832,483599,DEBIT,MMT/IMPS/943733798147/idbihomeloan/axis/SBIN,RFN01891361,2020-01-03
2020-01-04T010:50:58.000Z,M02492321,FT,607,484206,CREDIT,BIL/INF/347763866101/88844432292110/2572665228,RFN47299844,2020-01-04
2020-01-04T021:14:45.000Z,M56955654,FT,12000,472206,DEBIT,MMT/IMPS/661155866723/rent/axis/SBIN,RFN86578524,2020-01-04
2020-01-04T019:44:19.000Z,M00662890,FT,3999,468207,DEBIT,VIN/h&m/889996366851/131081497523,RFN26872406,2020-01-04
2020-01-04T013:35:32.000Z,M90886701,FT,1999,466208,DEBIT,VIN/catwalk/282881398748/282916397981,RFN03055777,2020-01-04
2020-01-05T021:16:14.000Z,M64460210,FT,880,465328,DEBIT,UPI/760120090789/order/uber/okicici,RFN16845816,2020-01-05
2020-01-05T019:16:22.000Z,M02545368,FT,8902,456426,DEBIT,UPI/244484834626/order/gilly's/okhdfcbank,RFN20632883,2020-01-05
2020-01-05T000:36:37.000Z,M79137584,FT,640,455786,DEBIT,UPI/477358316688/order/uber/ybl,RFN57976874,2020-01-05
2020-01-05T020:47:16.000Z,M89769733,FT,1380,454406,DEBIT,UPI/938678161871/order/bescom/ybl,RFN51935122,2020-01-05
2020-01-07T001:06:13.000Z,M02142619,FT,20208,434198,DEBIT,VIN/cleartrip/949331645434/821449713522,RFN77240239,2020-01-07
2020-01-08T021:46:11.000Z,M60181596,FT,4999,429199,DEBIT,VIN/americantourister/848855648004/833559604917,RFN04396548,2020-01-08
2020-01-09T000:45:44.000Z,M73516204,FT,1299,427900,DEBIT,UPI/912467426102/order/ionbroadband/okicici,RFN50256247,2020-01-09
2020-01-12T004:47:24.000Z,M27762200,FT,3994,423906,DEBIT,VPS/veromoda/139738005725/147543832624/Begaluru,RFN80574435,2020-01-12
2020-01-12T023:12:54.000Z,M78162515,FT,1410,422496,DEBIT,UPI/350485024602/order/kfc/upi,RFN44168495,2020-01-12
2020-01-15T013:04:57.000Z,M89837689,FT,480,422016,DEBIT,UPI/954230653459/order/stonedmonkey/ybl,RFN22070642,2020-01-15
2020-01-18T004:46:07.000Z,M79632935,FT,750,421266,DEBIT,UPI/760496938083/order/zomato/okaxis,RFN16169921,2020-01-18
2020-01-18T019:38:30.000Z,M75880541,FT,350,420916,DEBIT,VIN/tatasky/463998087204/713263527288,RFN41817958,2020-01-18
2020-01-22T022:13:51.000Z,M62155114,FT,799,420117,DEBIT,IIN/I-Debit/netflix/054103696250/496158090485,RFN31387522,2020-01-22
2020-01-23T006:42:44.000Z,M36801610,FT,189,419928,DEBIT,VPS/pvr/405951983757/650052227399/BANGALORE,RFN86041311,2020-01-23
2020-01-24T005:00:56.000Z,M01965333,FT,2001,421929,CREDIT,BIL/ONL/313240550116/00333954322234955/0874162837,RFN89452128,2020-01-24
2020-01-25T011:20:32.000Z,M95782208,FT,1440,420489,DEBIT,UPI/209734506127/order/amazon/oksbi,RFN80086074,2020-01-25
2020-01-28T022:37:03.000Z,M87440994,FT,1900,418589,DEBIT,UPI/128513503476/order/dentistclinic/oksbi,RFN75335305,2020-01-28
2020-01-28T016:45:44.000Z,M81134261,FT,399,418190,DEBIT,UPI/639956866504/order/kwalitybazaar/oksbi,RFN27315809,2020-01-28
2020-01-31T005:57:25.000Z,M03487432,FT,25005,393185,DEBIT,MMT/IMPS/997062843860/axispriviledgeccpmt/axis/BLR,RFN99069546,2020-01-31
2020-01-31T004:18:20.000Z,M54074604,FT,15542,377643,DEBIT,MMT/IMPS/827091785156/sbieliteccpmt/axis/HDF,RFN86891816,2020-01-31
2020-02-01T019:21:57.000Z,M10429505,FT,120000,497643,CREDIT,salfintechproductsandsolutions February 2020,RFN98700058,2020-02-01
2020-02-01T016:39:43.000Z,M28942076,FT,3567,494076,DEBIT,ACH/maxlifeinsurance/933301596/1711241783,RFN98884724,2020-02-01
2020-02-01T009:21:10.000Z,M48820542,FT,11345,482731,DEBIT,MMT/IMPS/508740280004/pnbpersonalloan/axis/SBIN,RFN16431109,2020-02-01
2020-02-01T023:26:23.000Z,M86336051,FT,5000,477731,DEBIT,BIL/ONL/734577774471/motilaloswal/5584945639,RFN21626601,2020-02-01
