transactionTimestamp,txnId,mode,amount,balance,type,narration,reference,valueDate
2019-08-28T011:53:16.000Z,M79354893,FT,5201,464846,DEBIT,ACH/indiafirstlifeinsurance/622103789/3391289361,RFN27768591,2019-08-28
2019-08-28T000:45:41.000Z,M49647341,FT,99,464747,DEBIT,UPI/931624258370/order/kwalitybazaar/upi,RFN92567237,2019-08-28
2019-08-31T004:45:36.000Z,M57896440,FT,25005,439742,DEBIT,MMT/IMPS/655469539510/axisprivilegeccpmt/axis/HDF,RFN05536678,2019-08-31
2019-08-31T008:10:23.000Z,M25642407,FT,15542,424200,DEBIT,MMT/IMPS/087080479801/sbieliteccpmt/axis/KIN,RFN23143869,2019-08-31
2019-09-01T008:51:08.000Z,M31474501,FT,150000,574200,CREDIT,salfintechproductsandsolutions September 2019,RFN51651094,2019-09-01
2019-09-01T011:41:05.000Z,M66466054,FT,3567,570633,DEBIT,ACH/maxlifeinsurance/344892100/0527204852,RFN11534170,2019-09-01
2019-09-01T005:23:45.000Z,M19686751,FT,11345,559288,DEBIT,MMT/IMPS/154561117657/pnbpersonalloan/axis/KIN,RFN21312787,2019-09-01
2019-09-01T019:25:12.000Z,M24482268,FT,5000,554288,DEBIT,BIL/BPAY/677109147766/motilaloswal/1656888598,RFN35281191,2019-09-01
2019-09-01T022:53:56.000Z,M35371409,FT,9000,545288,DEBIT,BIL/INF/815795968613/principalmutualfund/1037878998,RFN92928504,2019-09-01
2019-09-03T005:27:55.000Z,M04074410,FT,80,545208,DEBIT,UPI/470474926432/order/skrolls/upi,RFN28355461,2019-09-03
2019-09-03T018:57:33.000Z,M39197252,FT,100,545108,DEBIT,UPI/250714865110/order/amul/oksbi,RFN60471884,2019-09-03
2019-09-03T002:30:39.000Z,M71263095,FT,1588,543520,DEBIT,IPS/spencers/742738601457/538689353441/BANGALORE,RFN60501929,2019-09-03
2019-09-03T023:34:32.000Z,M74196138,FT,14583,528937,DEBIT,MMT/IMPS/663164387269/idbihomeloan/axis/BLR,RFN33016880,2019-09-03
2019-09-04T011:55:23.000Z,M54467203,FT,12000,516937,DEBIT,MMT/IMPS/572864709170/rent/axis/SIB,RFN27033602,2019-09-04
2019-09-05T022:23:18.000Z,M39740700,FT,898,516039,DEBIT,VIN/beijingbites/625882713233/719071070134,RFN20313590,2019-09-05
2019-09-05T006:47:37.000Z,M31456407,FT,3500,519539,CREDIT,BIL/BPAY/851472771057/994302139330/8732748151,RFN87671592,2019-09-05
2019-09-05T006:24:32.000Z,M79021120,FT,1680,517859,DEBIT,UPI/186975138694/order/bescom/oksbi,RFN30238138,2019-09-05
2019-09-06T002:47:25.000Z,M51013764,FT,459,517400,DEBIT,VPS/pvr/327818715743/891145516491/Begaluru,RFN30793478,2019-09-06
2019-09-08T014:34:37.000Z,M07454864,FT,100,517300,DEBIT,UPI/486619996038/order/kwalitybazaar/oksbi,RFN14210132,2019-09-08
2019-09-08T004:57:50.000Z,M66421723,FT,80,517220,DEBIT,UPI/994886060663/order/amul/ybl,RFN70662783,2019-09-08
2019-09-09T008:17:12.000Z,M25921631,FT,1299,515921,DEBIT,UPI/312336033143/order/ionbroadband/upi,RFN35396700,2019-09-09
2019-09-12T001:17:02.000Z,M23482322,FT,420,515501,DEBIT,VPS/eatfit/498744383190/271393526276/bangalore,RFN87449779,2019-09-12
2019-09-12T004:47:24.000Z,M98041659,FT,14394,501107,DEBIT,IPS/cleartrip/812768071830/925841086540/BANGALORE,RFN46816829,2019-09-12
2019-09-15T001:13:29.000Z,M68508008,FT,150,500957,DEBIT,UPI/957019434789/order/bblunt/ybl,RFN48980060,2019-09-15
2019-09-17T017:48:39.000Z,M71879805,FT,1400,499557,DEBIT,VIN/bluo/215853580696/522580422050,RFN07787899,2019-09-17
2019-09-18T004:18:43.000Z,M77855269,FT,419,499138,DEBIT,UPI/342424435904/order/chaipoint/ybl,RFN94203245,2019-09-18
2019-09-18T020:36:21.000Z,M65727808,FT,350,498788,DEBIT,VIN/tatasky/309308330846/646368084693,RFN95114009,2019-09-18
2019-09-22T023:49:03.000Z,M34594716,FT,799,497989,DEBIT,IIN/I-Debit/netflix/464143274958/550334690198,RFN11126558,2019-09-22
2019-09-24T014:23:32.000Z,M69019727,FT,399,497590,DEBIT,VPS/pvr/447497479964/180180844373/Begaluru,RFN92896200,2019-09-24
2019-09-24T012:58:18.000Z,M91479299,FT,129,497461,DEBIT,UPI/552161607553/order/uber/upi,RFN02874602,2019-09-24
2019-09-28T003:30:40.000Z,M67690723,FT,5201,492260,DEBIT,ACH/indiafirstlifeinsurance/540066810/4607283752,RFN15829120,2019-09-28
2019-09-28T017:42:14.000Z,M23985207,FT,702,491558,DEBIT,UPI/705645655269/order/kwalitybazaar/upi,RFN86095588,2019-09-28
2019-09-30T011:23:45.000Z,M63687939,FT,25005,466553,DEBIT,MMT/IMPS/889875097371/axisprivilegeccpmt/axis/HDF,RFN55083771,2019-09-30
2019-09-30T008:01:46.000Z,M34251021,FT,205,466348,DEBIT,UPI/719037919042/order/amazon/okaxis,RFN09273274,2019-09-30
2019-09-30T018:15:47.000Z,M05365828,FT,15542,450806,DEBIT,MMT/IMPS/969478631747/sbieliteccpmt/axis/SBIN,RFN73368744,2019-09-30
2019-09-30T005:46:31.000Z,M22065853,ATM,10000,440806,DEBIT,ATM/FGSJR161/CASH WDL/2019-09-30,RFN97103477,2019-09-30
2019-10-01T018:53:15.000Z,M69139040,FT,150000,590806,CREDIT,salfintechproductsandsolutions October 2019,RFN40230711,2019-10-01
2019-10-01T004:20:07.000Z,M42830208,FT,3567,587239,DEBIT,ACH/maxlifeinsurance/857257158/2432043818,RFN61669155,2019-10-01
2019-10-01T013:58:26.000Z,M83559458,FT,11345,575894,DEBIT,MMT/IMPS/275412514542/pnbpersonalloan/axis/KIN,RFN88727457,2019-10-01
2019-10-01T015:21:12.000Z,M05808849,FT,5000,570894,DEBIT,BIL/BPAY/402166365737/motilaloswal/2627842137,RFN69338948,2019-10-01
2019-10-01T018:30:17.000Z,M34984904,FT,9000,561894,DEBIT,BIL/ONL/541985934892/principalmutualfund/7021544407,RFN39149373,2019-10-01
2019-10-02T015:36:48.000Z,M24061453,FT,560,561334,DEBIT,UPI/826083599226/order/kfc/ybl,RFN56629972,2019-10-02
2019-10-03T008:03:32.000Z,M91535059,FT,560,560774,DEBIT,IPS/pvr/370043050341/048343841737/BANGALORE,RFN13717519,2019-10-03
2019-10-03T012:01:16.000Z,M64761510,FT,14583,546191,DEBIT,MMT/IMPS/118608359041/idbihomeloan/axis/KIN,RFN23743161,2019-10-03
2019-10-04T020:57:07.000Z,M61678935,FT,12000,534191,DEBIT,MMT/IMPS/241887691995/rent/axis/BLR,RFN98696391,2019-10-04
2019-10-04T010:04:03.000Z,M41410726,FT,3500,530691,DEBIT,VIN/veromoda/027777759012/604983023830,RFN35943716,2019-10-04
2019-10-04T016:56:02.000Z,M69378736,FT,7500,523191,DEBIT,VIN/adidas/633705531768/811087789430,RFN31801845,2019-10-04
2019-10-04T003:15:23.000Z,M74384826,FT,280,522911,DEBIT,UPI/101740906294/order/uber/ybl,RFN99372691,2019-10-04
2019-10-05T022:30:22.000Z,M83644926,FT,1140,521771,DEBIT,UPI/694677507822/order/bescom/ybl,RFN73937957,2019-10-05
2019-10-07T015:56:07.000Z,M29223520,FT,2000,519771,DEBIT,VIN/indianoil/884003034462/070984774385,RFN50950977,2019-10-07
2019-10-08T012:52:39.000Z,M36316870,FT,1200,518571,DEBIT,UPI/283011513138/order/kwalitybazaar/oksbi,RFN21632399,2019-10-08
2019-10-10T015:01:01.000Z,M81228424,FT,1299,517272,DEBIT,UPI/673603914297/order/ionbroadband/okicici,RFN56899623,2019-10-10
2019-10-12T018:41:48.000Z,M31459153,FT,130,517142,DEBIT,UPI/563543433765/order/amul/okhdfcbank,RFN20618764,2019-10-12
2019-10-12T017:29:07.000Z,M17282229,FT,1510,515632,DEBIT,IPS/beijingbites/399238915646/993150526510/BANGALORE,RFN97476211,2019-10-12
2019-10-12T013:27:13.000Z,M65200889,FT,1240,514392,DEBIT,UPI/833247091812/order/sugar/oksbi,RFN61231812,2019-10-12
2019-10-13T007:28:48.000Z,M84638749,FT,6599,507793,DEBIT,VIN/nolimmits/961905744901/724057891008,RFN18693808,2019-10-13
2019-10-13T015:36:56.000Z,M38937296,FT,830,506963,DEBIT,UPI/319820635436/order/uber/okicici,RFN51274940,2019-10-13
2019-10-14T002:22:32.000Z,M39290526,FT,180,506783,DEBIT,UPI/821001161744/order/amul/okicici,RFN05537382,2019-10-14
2019-10-14T017:37:56.000Z,M15748744,FT,100,506683,DEBIT,UPI/633872892875/order/amul/okaxis,RFN98261988,2019-10-14
2019-10-18T007:11:02.000Z,M38184792,FT,350,506333,DEBIT,VIN/tatasky/605600950559/362705985622,RFN15568915,2019-10-18
2019-10-22T001:53:46.000Z,M98256417,FT,799,505534,DEBIT,IIN/I-Debit/netflix/225761600952/208539270882,RFN46499816,2019-10-22
2019-10-24T015:05:53.000Z,M06847798,FT,299,505235,DEBIT,VPS/pvr/741505304732/865429082747/bangalore,RFN24981952,2019-10-24
2019-10-25T011:19:17.000Z,M63688939,FT,270,504965,DEBIT,UPI/024564788336/order/swiggy/okhdfcbank,RFN13964509,2019-10-25
2019-10-26T005:51:29.000Z,M28455921,FT,2700,502265,DEBIT,VIN/indianoil/134918956845/424835318818,RFN07904551,2019-10-26
2019-10-26T006:19:20.000Z,M10774290,FT,2021,504286,CREDIT,BIL/INF/898951799308/233488841023/3747704560,RFN39595461,2019-10-26
2019-10-28T019:46:38.000Z,M84504032,FT,5201,499085,DEBIT,ACH/indiafirstlifeinsurance/479486408/1300618704,RFN22794678,2019-10-28
2019-10-28T004:21:27.000Z,M03469083,FT,2001,497084,DEBIT,UPI/680058090202/order/decathlon/okaxis,RFN86273536,2019-10-28
2019-10-28T009:16:44.000Z,M05242139,FT,1900,495184,DEBIT,IPS/dentistclinic/045089578420/114503766660/BANGALORE,RFN24858956,2019-10-28
2019-10-31T016:03:37.000Z,M72147145,FT,25005,470179,DEBIT,MMT/IMPS/593170893905/axisprivilegeccpmt/axis/HDF,RFN72920698,2019-10-31
2019-10-31T018:38:28.000Z,M61494722,FT,15542,454637,DEBIT,MMT/IMPS/750329297906/sbieliteccpmt/axis/SIB,RFN45780319,2019-10-31
2019-11-01T019:47:41.000Z,M94085107,FT,150000,604637,CREDIT,salfintechproductsandsolutions November 2019,RFN43327238,2019-11-01
2019-11-01T013:58:59.000Z,M16211304,FT,3567,601070,DEBIT,ACH/maxlifeinsurance/106232850/0334326988,RFN70008003,2019-11-01
2019-11-01T000:00:09.000Z,M12877108,FT,11345,589725,DEBIT,MMT/IMPS/111001365073/pnbpersonalloan/axis/SIB,RFN90524170,2019-11-01
2019-11-01T021:14:36.000Z,M78979826,FT,5000,584725,DEBIT,BIL/BPAY/772963857691/motilaloswal/7431658240,RFN19158570,2019-11-01
2019-11-01T014:20:38.000Z,M05151221,FT,9000,575725,DEBIT,BIL/ONL/722883469654/principalmutualfund/6184642515,RFN17949825,2019-11-01
2019-11-02T016:05:39.000Z,M87546544,FT,70,575655,DEBIT,UPI/773080227515/order/amul/ybl,RFN60946926,2019-11-02
2019-11-03T000:32:47.000Z,M40158427,FT,2730,572925,DEBIT,IPS/spencers/943952440403/709084817274/BANGALORE,RFN22759969,2019-11-03
2019-11-03T001:47:09.000Z,M84883337,FT,14583,558342,DEBIT,MMT/IMPS/762149594751/idbihomeloan/axis/KIN,RFN87225072,2019-11-03
2019-11-04T013:39:07.000Z,M38214924,FT,12000,546342,DEBIT,MMT/IMPS/687777348419/rent/axis/BLR,RFN56558256,2019-11-04
2019-11-04T022:16:28.000Z,M47856167,FT,890,545452,DEBIT,VIN/kfc/816048889143/492103750843,RFN59177388,2019-11-04
2019-11-04T021:27:14.000Z,M53175932,FT,799,544653,DEBIT,VIN/bblunt/753493474918/986262963589,RFN14029373,2019-11-04
2019-11-05T016:07:26.000Z,M78077345,FT,2999,541654,DEBIT,UPI/221701944566/order/indianoil/ybl,RFN10576530,2019-11-05
2019-11-05T023:46:40.000Z,M37551085,FT,1654,540000,DEBIT,UPI/046114728300/order/bescom/upi,RFN78638994,2019-11-05
2019-11-07T023:17:45.000Z,M29160959,FT,1500,538500,DEBIT,VIN/indianoil/632989350659/233463989322,RFN60639181,2019-11-07
2019-11-08T023:31:19.000Z,M86989853,FT,240,538260,DEBIT,UPI/626205095318/order/kwalitybazaar/okicici,RFN08751668,2019-11-08
2019-11-11T022:50:33.000Z,M17625869,FT,1299,536961,DEBIT,UPI/636141016988/order/ionbroadband/okicici,RFN59642445,2019-11-11
2019-11-10T021:13:07.000Z,M76488902,FT,399,536562,DEBIT,UPI/694169644420/order/jio/ybl,RFN09616808,2019-11-10
2019-11-12T014:12:12.000Z,M42080180,FT,333,536229,DEBIT,UPI/838732431652/order/uber/ybl,RFN57509577,2019-11-12
2019-11-12T015:59:14.000Z,M60455169,FT,2508,533721,DEBIT,IPS/gilly's/367484357488/514569651019/BANGALORE,RFN40298288,2019-11-12
2019-11-12T022:21:26.000Z,M93870045,FT,339,533382,DEBIT,UPI/604778531056/order/uber/okicici,RFN90476956,2019-11-12
2019-11-15T016:11:26.000Z,M58969218,FT,130,533252,DEBIT,UPI/231882167507/order/1mg/okhdfcbank,RFN67119471,2019-11-15
2019-11-15T018:00:43.000Z,M72969191,FT,3019,536271,CREDIT,BIL/ONL/702618503087/94320092/0933699919,RFN35235806,2019-11-15
2019-11-18T001:17:00.000Z,M92292284,FT,2019,534252,DEBIT,UPI/375945725401/order/oriflame/oksbi,RFN69317309,2019-11-18
2019-11-18T007:10:11.000Z,M47368366,FT,350,533902,DEBIT,VIN/tatasky/708515153158/184707024851,RFN47566137,2019-11-18
2019-11-22T020:26:14.000Z,M77422705,FT,799,533103,DEBIT,IIN/I-Debit/netflix/856109027664/906472607997,RFN97854727,2019-11-22
2019-11-24T007:07:01.000Z,M58359454,FT,540,532563,DEBIT,VPS/pvr/706084011988/890799090508/BANGALOR,RFN77781435,2019-11-24
2019-11-25T019:12:41.000Z,M57716448,FT,150,532413,DEBIT,UPI/434671210712/order/amul/okhdfcbank,RFN80719027,2019-11-25
2019-11-26T013:20:06.000Z,M49944925,FT,3500,528913,DEBIT,VIN/tonique/254143174345/872242030508,RFN31162088,2019-11-26
2019-11-26T007:41:02.000Z,M80567730,FT,2034,526879,DEBIT,VIN/spencer/404010839790/560371771891,RFN39092814,2019-11-26
2019-11-28T023:22:17.000Z,M80777120,FT,5201,521678,DEBIT,ACH/indiafirstlifeinsurance/825301878/4737828362,RFN65481607,2019-11-28
2019-11-28T011:44:28.000Z,M13188730,FT,1900,519778,DEBIT,UPI/689869847134/order/dentistclinic/okicici,RFN62338993,2019-11-28
2019-11-30T002:33:23.000Z,M40523807,FT,25005,494773,DEBIT,MMT/IMPS/656089906551/axisprivilegeccpmt/axis/KIN,RFN74864284,2019-11-30
2019-11-30T013:21:59.000Z,M99611183,FT,15542,479231,DEBIT,MMT/IMPS/081043577519/sbieliteccpmt/axis/SIB,RFN00422693,2019-11-30
2019-12-01T010:04:12.000Z,M94350595,FT,150000,629231,CREDIT,salfintechproductsandsolutions December 2019,RFN44443495,2019-12-01
2019-12-01T020:42:53.000Z,M08436217,FT,3567,625664,DEBIT,ACH/maxlifeinsurance/813492832/6801733648,RFN79238977,2019-12-01
2019-12-01T008:33:36.000Z,M69923492,FT,11345,614319,DEBIT,MMT/IMPS/764606460062/pnbpersonalloan/axis/HDF,RFN02323152,2019-12-01
2019-12-01T007:22:12.000Z,M33934013,FT,5000,609319,DEBIT,BIL/ONL/177563636627/motilaloswal/8433645775,RFN05361092,2019-12-01
2019-12-01T020:20:25.000Z,M85979860,FT,9000,600319,DEBIT,BIL/INF/562663741766/principalmutualfund/7728431273,RFN90711815,2019-12-01
2019-12-02T020:35:11.000Z,M63684060,FT,80,600239,DEBIT,UPI/675375885840/order/amul/okhdfcbank,RFN67382072,2019-12-02
2019-12-03T015:58:46.000Z,M18792126,FT,1409,598830,DEBIT,IPS/spencers/625976218404/232625138213/BANGALORE,RFN54438949,2019-12-03
2019-12-03T003:52:42.000Z,M51136111,FT,14583,584247,DEBIT,MMT/IMPS/467064488326/idbihomeloan/axis/BLR,RFN17205706,2019-12-03
2019-12-04T017:42:54.000Z,M02621811,FT,12000,572247,DEBIT,MMT/IMPS/350709599971/rent/axis/BLR,RFN06975546,2019-12-04
2019-12-04T010:39:07.000Z,M52862583,FT,242,572005,DEBIT,VIN/burgerking/829731701772/222198574310,RFN02244172,2019-12-04
2019-12-04T001:41:09.000Z,M48966271,FT,597,571408,DEBIT,UPI/863936093244/order/cafecofffeeday/okhdfcbank,RFN61332645,2019-12-04
2019-12-05T019:22:26.000Z,M15445292,FT,540,570868,DEBIT,UPI/985998268352/order/kwalitybazaar/upi,RFN75174363,2019-12-05
2019-12-05T005:08:30.000Z,M56234224,FT,1220,569648,DEBIT,UPI/455371968387/order/bescom/upi,RFN02735621,2019-12-05
2019-12-07T016:52:39.000Z,M11835931,FT,1430,568218,DEBIT,VIN/indianoil/678636508844/767471490515,RFN64635285,2019-12-07
2019-12-08T006:25:52.000Z,M04482535,FT,200,568018,DEBIT,UPI/732136724173/order/kwalitybazaar/ybl,RFN35693509,2019-12-08
2019-12-15T005:00:23.000Z,M63318892,FT,4299,572317,CREDIT,BIL/INF/310311946424/8884492110/8964034159,RFN84431734,2019-12-15
2019-12-09T002:02:12.000Z,M39568598,FT,1299,571018,DEBIT,UPI/031813953317/order/ionbroadband/oksbi,RFN07506976,2019-12-09
2019-12-10T019:38:00.000Z,M76342411,ATM,2500,568518,DEBIT,ATM/RFKHQ943/CASH WDL/2019-12-10,RFN22750331,2019-12-10
2019-12-11T008:15:42.000Z,M68946880,FT,430,568088,DEBIT,VPS/pvr/976019170531/337489706108/Begaluru,RFN30371069,2019-12-11
2019-12-12T009:38:24.000Z,M01751900,FT,743,567345,DEBIT,IIN/I-Debit/smokehouse/026885972862/929194417432,RFN65623379,2019-12-12
2019-12-12T019:54:11.000Z,M04960648,FT,500,566845,DEBIT,IPS/vedantsaxena/461748252736/537061508315/BANGALORE,RFN84973833,2019-12-12
2019-12-15T009:45:20.000Z,M37942879,FT,280,566565,DEBIT,UPI/757446996830/order/amul/okicici,RFN45967845,2019-12-15
2019-12-18T022:56:45.000Z,M21692077,FT,399,566166,DEBIT,UPI/894643385357/order/hairspeak/okhdfcbank,RFN28800294,2019-12-18
2019-12-18T010:28:02.000Z,M70199164,FT,350,565816,DEBIT,VIN/tatasky/480870110697/928332176343,RFN87486735,2019-12-18
2019-12-22T000:46:54.000Z,M49464561,FT,799,565017,DEBIT,IIN/I-Debit/netflix/645405917556/066527883820,RFN94286984,2019-12-22
2019-12-24T009:25:17.000Z,M66841723,FT,299,564718,DEBIT,VPS/pvr/227674437387/066531773667/BLR,RFN47180672,2019-12-24
2019-12-25T019:34:41.000Z,M65126655,FT,340,564378,DEBIT,UPI/505636925329/order/zomato/okaxis,RFN77086445,2019-12-25
2019-12-28T016:11:14.000Z,M84830198,FT,4999,559379,DEBIT,VPS/h&m/121612112951/299587744167/BLR,RFN06719306,2019-12-28
2019-12-28T008:25:43.000Z,M08483890,FT,5201,554178,DEBIT,ACH/indiafirstlifeinsurance/421167208/0091143363,RFN61980529,2019-12-28
2019-12-28T017:14:06.000Z,M68714117,FT,1900,552278,DEBIT,UPI/176032895267/order/dentistclinic/okhdfcbank,RFN64878463,2019-12-28
2019-12-31T023:35:19.000Z,M63666907,FT,25005,527273,DEBIT,MMT/IMPS/696937896837/axisprivilegeccpmt/axis/SIB,RFN96341923,2019-12-31
2019-12-31T007:03:41.000Z,M63555116,FT,15542,511731,DEBIT,MMT/IMPS/354771636288/sbieliteccpmt/axis/SBIN,RFN96216893,2019-12-31
2020-01-01T006:48:39.000Z,M08227386,FT,150000,661731,CREDIT,salfintechproductsandsolutions January 2020,RFN42655448,2020-01-01
2020-01-01T020:08:46.000Z,M15839342,FT,3567,658164,DEBIT,ACH/maxlifeinsurance/466793706/5514624773,RFN92631364,2020-01-01
2020-01-01T014:33:18.000Z,M99613045,FT,11345,646819,DEBIT,MMT/IMPS/191673806496/pnbpersonalloan/axis/BLR,RFN01023060,2020-01-01
2020-01-01T013:56:15.000Z,M76358073,FT,5000,641819,DEBIT,BIL/ONL/013844216627/motilaloswal/4052811038,RFN13513503,2020-01-01
2020-01-01T006:18:22.000Z,M39917511,FT,9000,632819,DEBIT,BIL/BPAY/252431664523/principalmutualfund/9408856250,RFN86290154,2020-01-01
2020-01-02T018:17:05.000Z,M87302654,FT,1209,631610,DEBIT,UPI/611409522783/order/kfc/upi,RFN92421582,2020-01-02
2020-01-03T005:36:02.000Z,M58777188,FT,1939,629671,DEBIT,IPS/spencers/246500060520/862468695064/BANGALORE,RFN50093694,2020-01-03
2020-01-03T023:43:56.000Z,M24422112,FT,14583,615088,DEBIT,MMT/IMPS/331101734411/idbihomeloan/axis/SBIN,RFN39635452,2020-01-03
2020-01-04T016:15:43.000Z,M54964184,FT,607,615695,CREDIT,BIL/INF/684761972817/88844432292110/6173855836,RFN33238024,2020-01-04
2020-01-04T019:48:15.000Z,M46958262,FT,12000,603695,DEBIT,MMT/IMPS/267391035986/rent/axis/SBIN,RFN57046113,2020-01-04
2020-01-04T022:30:58.000Z,M67237927,FT,3999,599696,DEBIT,VIN/h&m/344429126445/171034165150,RFN36534000,2020-01-04
2020-01-04T020:36:28.000Z,M12025459,FT,1999,597697,DEBIT,VIN/catwalk/212797848606/084609896518,RFN80084916,2020-01-04
2020-01-05T004:35:52.000Z,M16311001,FT,880,596817,DEBIT,UPI/223226381866/order/uber/ybl,RFN70580112,2020-01-05
2020-01-05T004:21:14.000Z,M71166260,FT,8902,587915,DEBIT,UPI/103760530595/order/gilly's/upi,RFN53153265,2020-01-05
2020-01-05T005:01:25.000Z,M76352911,FT,640,587275,DEBIT,UPI/948481661189/order/uber/ybl,RFN88690229,2020-01-05
2020-01-05T023:30:14.000Z,M50999200,FT,1380,585895,DEBIT,UPI/063925701440/order/bescom/oksbi,RFN77903827,2020-01-05
2020-01-07T003:49:10.000Z,M29102538,FT,20208,565687,DEBIT,VIN/cleartrip/025229290113/364994559237,RFN09149986,2020-01-07
2020-01-08T000:35:43.000Z,M81597358,FT,4999,560688,DEBIT,VIN/americantourister/497145927616/651136021998,RFN78997807,2020-01-08
2020-01-09T015:04:17.000Z,M09153262,FT,1299,559389,DEBIT,UPI/906581150909/order/ionbroadband/ybl,RFN72929348,2020-01-09
2020-01-12T009:17:26.000Z,M63237815,FT,3994,555395,DEBIT,VPS/veromoda/471026700815/385220175327/BANGALORE,RFN82010838,2020-01-12
2020-01-12T014:29:24.000Z,M88448663,FT,1410,553985,DEBIT,UPI/136260866762/order/kfc/oksbi,RFN36309100,2020-01-12
2020-01-15T003:11:45.000Z,M84913704,FT,480,553505,DEBIT,UPI/267570553155/order/stonedmonkey/okaxis,RFN92048597,2020-01-15
2020-01-18T011:46:58.000Z,M86049817,FT,750,552755,DEBIT,UPI/117979616468/order/zomato/okaxis,RFN58666170,2020-01-18
2020-01-18T012:25:18.000Z,M59372752,FT,350,552405,DEBIT,VIN/tatasky/337839337121/648485461299,RFN00761497,2020-01-18
2020-01-22T023:34:49.000Z,M57051137,FT,799,551606,DEBIT,IIN/I-Debit/netflix/849512837217/165101531932,RFN61214775,2020-01-22
2020-01-23T009:09:49.000Z,M18990670,FT,189,551417,DEBIT,VPS/pvr/392261199106/706395825086/BANGALORE,RFN46952885,2020-01-23
2020-01-24T011:58:45.000Z,M52096253,FT,2001,553418,CREDIT,BIL/INF/974007866840/00333954322234955/1241302538,RFN76126255,2020-01-24
2020-01-25T020:40:24.000Z,M76211591,FT,1440,551978,DEBIT,UPI/115282948205/order/amazon/okhdfcbank,RFN56586744,2020-01-25
2020-01-28T019:11:29.000Z,M15045626,FT,5201,546777,DEBIT,ACH/indiafirstlifeinsurance/084253155/4934971018,RFN82924673,2020-01-28
2020-01-28T015:30:54.000Z,M10297277,FT,1900,544877,DEBIT,UPI/880328612205/order/dentistclinic/oksbi,RFN03301451,2020-01-28
